"filename", "language", "TypeScript", "JavaScript", "JSON with Comments", "JSON", "XML", "Markdown", "TypeScript JSX", "PostCSS", "MS SQL", "comment", "blank", "total"
"/Users/yokoiryotaro/craft-beer-ec/README.md", "Markdown", 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 14, 37
"/Users/yokoiryotaro/craft-beer-ec/app/api/auth/check/route.ts", "TypeScript", 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 11
"/Users/yokoiryotaro/craft-beer-ec/app/api/cart/add/route.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 5, 7, 61
"/Users/yokoiryotaro/craft-beer-ec/app/api/cart/delete/route.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 43
"/Users/yokoiryotaro/craft-beer-ec/app/api/cart/update/route.ts", "TypeScript", 18, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 24
"/Users/yokoiryotaro/craft-beer-ec/app/api/checkout/confirm/route.ts", "TypeScript", 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 15
"/Users/yokoiryotaro/craft-beer-ec/app/api/checkout/route.ts", "TypeScript", 49, 0, 0, 0, 0, 0, 0, 0, 0, 4, 7, 60
"/Users/yokoiryotaro/craft-beer-ec/app/api/checkout/temp/route.ts", "TypeScript", 31, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 37
"/Users/yokoiryotaro/craft-beer-ec/app/api/countries/route.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"/Users/yokoiryotaro/craft-beer-ec/app/api/items/[nameEnglish]/route.ts", "TypeScript", 22, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 27
"/Users/yokoiryotaro/craft-beer-ec/app/api/items/route.ts", "TypeScript", 58, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14, 76
"/Users/yokoiryotaro/craft-beer-ec/app/api/login/route.ts", "TypeScript", 35, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7, 45
"/Users/yokoiryotaro/craft-beer-ec/app/api/logout/route.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 9
"/Users/yokoiryotaro/craft-beer-ec/app/api/mypage/change-password/route.ts", "TypeScript", 32, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8, 41
"/Users/yokoiryotaro/craft-beer-ec/app/api/mypage/route.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 35
"/Users/yokoiryotaro/craft-beer-ec/app/api/order/route.ts", "TypeScript", 76, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10, 91
"/Users/yokoiryotaro/craft-beer-ec/app/api/signup/route.ts", "TypeScript", 54, 0, 0, 0, 0, 0, 0, 0, 0, 4, 8, 66
"/Users/yokoiryotaro/craft-beer-ec/app/api/stripe/cancel/route.ts", "TypeScript", 27, 0, 0, 0, 0, 0, 0, 0, 0, 4, 6, 37
"/Users/yokoiryotaro/craft-beer-ec/app/api/stripe/checkout/route.ts", "TypeScript", 55, 0, 0, 0, 0, 0, 0, 0, 0, 4, 11, 70
"/Users/yokoiryotaro/craft-beer-ec/app/api/stripe/success/route.ts", "TypeScript", 83, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16, 103
"/Users/yokoiryotaro/craft-beer-ec/app/api/top/route.ts", "TypeScript", 21, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 27
"/Users/yokoiryotaro/craft-beer-ec/app/cart/CartItemRow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 90, 0, 0, 2, 7, 99
"/Users/yokoiryotaro/craft-beer-ec/app/cart/CartPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 103, 0, 0, 2, 6, 111
"/Users/yokoiryotaro/craft-beer-ec/app/cart/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 1, 1, 22
"/Users/yokoiryotaro/craft-beer-ec/app/checkout/CheckoutPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 337, 0, 0, 2, 27, 366
"/Users/yokoiryotaro/craft-beer-ec/app/checkout/complete/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 43, 0, 0, 3, 6, 52
"/Users/yokoiryotaro/craft-beer-ec/app/checkout/confirm/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 197, 0, 0, 4, 16, 217
"/Users/yokoiryotaro/craft-beer-ec/app/checkout/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 4, 0, 0, 1, 1, 6
"/Users/yokoiryotaro/craft-beer-ec/app/items/ItemsPageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 248, 0, 0, 9, 17, 274
"/Users/yokoiryotaro/craft-beer-ec/app/items/[nameEnglish]/ItemDetail.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 131, 0, 0, 3, 15, 149
"/Users/yokoiryotaro/craft-beer-ec/app/items/[nameEnglish]/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 30, 0, 0, 1, 5, 36
"/Users/yokoiryotaro/craft-beer-ec/app/items/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 1, 1, 22
"/Users/yokoiryotaro/craft-beer-ec/app/layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 27, 0, 0, 0, 2, 29
"/Users/yokoiryotaro/craft-beer-ec/app/login/LoginForm.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 59, 0, 0, 2, 7, 68
"/Users/yokoiryotaro/craft-beer-ec/app/login/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 21, 0, 0, 1, 2, 24
"/Users/yokoiryotaro/craft-beer-ec/app/mypage/LogoutButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 4, 20
"/Users/yokoiryotaro/craft-beer-ec/app/mypage/MypagePageClient.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 135, 0, 0, 1, 7, 143
"/Users/yokoiryotaro/craft-beer-ec/app/mypage/change-password/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 110, 0, 0, 3, 10, 123
"/Users/yokoiryotaro/craft-beer-ec/app/mypage/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 20, 0, 0, 1, 1, 22
"/Users/yokoiryotaro/craft-beer-ec/app/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 149, 0, 0, 4, 10, 163
"/Users/yokoiryotaro/craft-beer-ec/app/signup/page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 291, 0, 0, 2, 27, 320
"/Users/yokoiryotaro/craft-beer-ec/app/styles/cart.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 132, 0, 1, 26, 159
"/Users/yokoiryotaro/craft-beer-ec/app/styles/checkout.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 93, 0, 2, 18, 113
"/Users/yokoiryotaro/craft-beer-ec/app/styles/common.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 3, 16
"/Users/yokoiryotaro/craft-beer-ec/app/styles/complete.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 7, 51
"/Users/yokoiryotaro/craft-beer-ec/app/styles/confirm.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 17, 105
"/Users/yokoiryotaro/craft-beer-ec/app/styles/footer.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 79, 0, 1, 20, 100
"/Users/yokoiryotaro/craft-beer-ec/app/styles/header.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 12, 63
"/Users/yokoiryotaro/craft-beer-ec/app/styles/itemDetail.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 111, 0, 2, 24, 137
"/Users/yokoiryotaro/craft-beer-ec/app/styles/items.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 184, 0, 0, 31, 215
"/Users/yokoiryotaro/craft-beer-ec/app/styles/login.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 94, 0, 0, 17, 111
"/Users/yokoiryotaro/craft-beer-ec/app/styles/mypage.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 171, 0, 0, 39, 210
"/Users/yokoiryotaro/craft-beer-ec/app/styles/password.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 14, 94
"/Users/yokoiryotaro/craft-beer-ec/app/styles/ress.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 201, 0, 29, 52, 282
"/Users/yokoiryotaro/craft-beer-ec/app/styles/signup.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 10, 75
"/Users/yokoiryotaro/craft-beer-ec/app/styles/top.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 22, 111
"/Users/yokoiryotaro/craft-beer-ec/components/Footer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 47, 0, 0, 0, 2, 49
"/Users/yokoiryotaro/craft-beer-ec/components/Header.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 2, 35
"/Users/yokoiryotaro/craft-beer-ec/eslint.config.mjs", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/yokoiryotaro/craft-beer-ec/lib/auth.ts", "TypeScript", 30, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 37
"/Users/yokoiryotaro/craft-beer-ec/lib/fetchWithBaseUrl.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 10
"/Users/yokoiryotaro/craft-beer-ec/lib/prisma.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 12
"/Users/yokoiryotaro/craft-beer-ec/middleware.disabled.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 75
"/Users/yokoiryotaro/craft-beer-ec/next.config.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 13
"/Users/yokoiryotaro/craft-beer-ec/package-lock.json", "JSON", 0, 0, 0, 6711, 0, 0, 0, 0, 0, 0, 1, 6712
"/Users/yokoiryotaro/craft-beer-ec/package.json", "JSON", 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 1, 39
"/Users/yokoiryotaro/craft-beer-ec/postcss.config.mjs", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6
"/Users/yokoiryotaro/craft-beer-ec/prisma/migrations/20250921060817_init/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 36, 8, 12, 56
"/Users/yokoiryotaro/craft-beer-ec/prisma/migrations/20250921070207_init/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 127, 66, 25, 218
"/Users/yokoiryotaro/craft-beer-ec/prisma/migrations/20251012051139_/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 10, 10, 5, 25
"/Users/yokoiryotaro/craft-beer-ec/prisma/migrations/20251012060205_/migration.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 1, 9
"/Users/yokoiryotaro/craft-beer-ec/prisma/seed.ts", "TypeScript", 106, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 113
"/Users/yokoiryotaro/craft-beer-ec/public/file.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/yokoiryotaro/craft-beer-ec/public/globe.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/yokoiryotaro/craft-beer-ec/public/next.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/yokoiryotaro/craft-beer-ec/public/vercel.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/yokoiryotaro/craft-beer-ec/public/window.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"/Users/yokoiryotaro/craft-beer-ec/tsconfig.json", "JSON with Comments", 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 1, 29
"Total", "-", 866, 25, 28, 6749, 5, 23, 2130, 1495, 174, 305, 702, 12502